--- scanner 0 ---
673,379,-804
-742,814,-386
577,820,562

--- scanner 2 ---
640,649,665
-795,682,504
533,-784,-524
584,-644,-595
-843,-588,648
6,-30,44
560,-674,763
723,500,-460
671,609,-379
-800,-555,653
-892,-675,-343
-426,697,-610
704,578,681
664,493,-388
-858,-671,530
343,-667,800
-461,571,-707
-166,-138,112
563,-889,-600
-828,646,498
759,640,510
509,-630,768
-892,-681,-333
-379,673,-804
-814,-742,-386
-820,577,562

--- scanner 2 ---
-649,640,665
-682,-795,504
784,533,-524
644,584,-595
588,-843,648
30,6,44
674,560,763
-500,723,-460
-609,671,-379
555,-800,653
675,-892,-343
-697,-426,-610
-578,704,681
-493,664,-388
671,-858,530
667,343,800
-571,-461,-707
138,-166,112
889,563,-600
-646,-828,498
-640,759,510
630,509,768
681,-892,-333
-673,-379,-804
742,-814,-386
-577,-820,562

--- scanner 2 ---
665,-649,640
504,-682,-795
-524,784,533
-595,644,584
648,588,-843
44,30,6
763,674,560
-460,-500,723
-379,-609,671
653,555,-800
-343,675,-892
-610,-697,-426
681,-578,704
-388,-493,664
530,671,-858
800,667,343
-707,-571,-461
112,138,-166
-600,889,563
498,-646,-828
510,-640,759
768,630,509
-333,681,-892
-804,-673,-379
-386,742,-814
562,-577,-820

--- scanner 2 ---
649,665,640
682,504,-795
-784,-524,533
-644,-595,584
-588,648,-843
-30,44,6
-674,763,560
500,-460,723
609,-379,671
-555,653,-800
-675,-343,-892
697,-610,-426
578,681,704
493,-388,664
-671,530,-858
-667,800,343
571,-707,-461
-138,112,-166
-889,-600,563
646,498,-828
640,510,759
-630,768,509
-681,-333,-892
673,-804,-379
-742,-386,-814
577,562,-820

--- scanner 2 ---
-665,649,640
-504,682,-795
524,-784,533
595,-644,584
-648,-588,-843
-44,-30,6
-763,-674,560
460,500,723
379,609,671
-653,-555,-800
343,-675,-892
610,697,-426
-681,578,704
388,493,664
-530,-671,-858
-800,-667,343
707,571,-461
-112,-138,-166
600,-889,563
-498,646,-828
-510,640,759
-768,-630,509
333,-681,-892
804,673,-379
386,-742,-814
-562,577,-820

--- scanner 2 ---
-649,-665,640
-682,-504,-795
784,524,533
644,595,584
588,-648,-843
30,-44,6
674,-763,560
-500,460,723
-609,379,671
555,-653,-800
675,343,-892
-697,610,-426
-578,-681,704
-493,388,664
671,-530,-858
667,-800,343
-571,707,-461
138,-112,-166
889,600,563
-646,-498,-828
-640,-510,759
630,-768,509
681,333,-892
-673,804,-379
742,386,-814
-577,-562,-820

--- scanner 2 ---
640,-649,-665
-795,-682,-504
533,784,524
584,644,595
-843,588,-648
6,30,-44
560,674,-763
723,-500,460
671,-609,379
-800,555,-653
-892,675,343
-426,-697,610
704,-578,-681
664,-493,388
-858,671,-530
343,667,-800
-461,-571,707
-166,138,-112
563,889,600
-828,-646,-498
759,-640,-510
509,630,-768
-892,681,333
-379,-673,804
-814,742,386
-820,-577,-562

--- scanner 2 ---
649,640,-665
682,-795,-504
-784,533,524
-644,584,595
-588,-843,-648
-30,6,-44
-674,560,-763
500,723,460
609,671,379
-555,-800,-653
-675,-892,343
697,-426,610
578,704,-681
493,664,388
-671,-858,-530
-667,343,-800
571,-461,707
-138,-166,-112
-889,563,600
646,-828,-498
640,759,-510
-630,509,-768
-681,-892,333
673,-379,804
-742,-814,386
577,-820,-562

--- scanner 2 ---
-640,649,-665
795,682,-504
-533,-784,524
-584,-644,595
843,-588,-648
-6,-30,-44
-560,-674,-763
-723,500,460
-671,609,379
800,-555,-653
892,-675,343
426,697,610
-704,578,-681
-664,493,388
858,-671,-530
-343,-667,-800
461,571,707
166,-138,-112
-563,-889,600
828,646,-498
-759,640,-510
-509,-630,-768
892,-681,333
379,673,804
814,-742,386
820,577,-562

--- scanner 2 ---
-649,-640,-665
-682,795,-504
784,-533,524
644,-584,595
588,843,-648
30,-6,-44
674,-560,-763
-500,-723,460
-609,-671,379
555,800,-653
675,892,343
-697,426,610
-578,-704,-681
-493,-664,388
671,858,-530
667,-343,-800
-571,461,707
138,166,-112
889,-563,600
-646,828,-498
-640,-759,-510
630,-509,-768
681,892,333
-673,379,804
742,814,386
-577,820,-562

--- scanner 2 ---
-649,-640,-665
-682,795,-504
784,-533,524
644,-584,595
588,843,-648
30,-6,-44
674,-560,-763
-500,-723,460
-609,-671,379
555,800,-653
675,892,343
-697,426,610
-578,-704,-681
-493,-664,388
671,858,-530
667,-343,-800
-571,461,707
138,166,-112
889,-563,600
-646,828,-498
-640,-759,-510
630,-509,-768
681,892,333
-673,379,804
742,814,386
-577,820,-562

--- scanner 2 ---
649,-665,-640
682,-504,795
-784,524,-533
-644,595,-584
-588,-648,843
-30,-44,-6
-674,-763,-560
500,460,-723
609,379,-671
-555,-653,800
-675,343,892
697,610,426
578,-681,-704
493,388,-664
-671,-530,858
-667,-800,-343
571,707,461
-138,-112,166
-889,600,-563
646,-498,828
640,-510,-759
-630,-768,-509
-681,333,892
673,804,379
-742,386,814
577,-562,820

--- scanner 2 ---
665,649,-640
504,682,795
-524,-784,-533
-595,-644,-584
648,-588,843
44,-30,-6
763,-674,-560
-460,500,-723
-379,609,-671
653,-555,800
-343,-675,892
-610,697,426
681,578,-704
-388,493,-664
530,-671,858
800,-667,-343
-707,571,461
112,-138,166
-600,-889,-563
498,646,828
510,640,-759
768,-630,-509
-333,-681,892
-804,673,379
-386,-742,814
562,577,820

--- scanner 2 ---
-649,665,-640
-682,504,795
784,-524,-533
644,-595,-584
588,648,843
30,44,-6
674,763,-560
-500,-460,-723
-609,-379,-671
555,653,800
675,-343,892
-697,-610,426
-578,681,-704
-493,-388,-664
671,530,858
667,800,-343
-571,-707,461
138,112,166
889,-600,-563
-646,498,828
-640,510,-759
630,768,-509
681,-333,892
-673,-804,379
742,-386,814
-577,562,820

--- scanner 2 ---
-665,640,-649
-504,-795,-682
524,533,784
595,584,644
-648,-843,588
-44,6,30
-763,560,674
460,723,-500
379,671,-609
-653,-800,555
343,-892,675
610,-426,-697
-681,704,-578
388,664,-493
-530,-858,671
-800,343,667
707,-461,-571
-112,-166,138
600,563,889
-498,-828,-646
-510,759,-640
-768,509,630
333,-892,681
804,-379,-673
386,-814,742
-562,-820,-577

--- scanner 2 ---
665,640,649
504,-795,682
-524,533,-784
-595,584,-644
648,-843,-588
44,6,-30
763,560,-674
-460,723,500
-379,671,609
653,-800,-555
-343,-892,-675
-610,-426,697
681,704,578
-388,664,493
530,-858,-671
800,343,-667
-707,-461,571
112,-166,-138
-600,563,-889
498,-828,646
510,759,640
768,509,-630
-333,-892,-681
-804,-379,673
-386,-814,-742
562,-820,577

--- scanner 2 ---
-640,665,649
795,504,682
-533,-524,-784
-584,-595,-644
843,648,-588
-6,44,-30
-560,763,-674
-723,-460,500
-671,-379,609
800,653,-555
892,-343,-675
426,-610,697
-704,681,578
-664,-388,493
858,530,-671
-343,800,-667
461,-707,571
166,112,-138
-563,-600,-889
828,498,646
-759,510,640
-509,768,-630
892,-333,-681
379,-804,673
814,-386,-742
820,562,577

--- scanner 2 ---
640,-665,649
-795,-504,682
533,524,-784
584,595,-644
-843,-648,-588
6,-44,-30
560,-763,-674
723,460,500
671,379,609
-800,-653,-555
-892,343,-675
-426,610,697
704,-681,578
664,388,493
-858,-530,-671
343,-800,-667
-461,707,571
-166,-112,-138
563,600,-889
-828,-498,646
759,-510,640
509,-768,-630
-892,333,-681
-379,804,673
-814,386,-742
-820,-562,577

--- scanner 2 ---
-640,-665,-649
795,-504,-682
-533,524,784
-584,595,644
843,-648,588
-6,-44,30
-560,-763,674
-723,460,-500
-671,379,-609
800,-653,555
892,343,675
426,610,-697
-704,-681,-578
-664,388,-493
858,-530,671
-343,-800,667
461,707,-571
166,-112,138
-563,600,889
828,-498,-646
-759,-510,-640
-509,-768,630
892,333,681
379,804,-673
814,386,742
820,-562,-577

--- scanner 2 ---
665,-640,-649
504,795,-682
-524,-533,784
-595,-584,644
648,843,588
44,-6,30
763,-560,674
-460,-723,-500
-379,-671,-609
653,800,555
-343,892,675
-610,426,-697
681,-704,-578
-388,-664,-493
530,858,671
800,-343,667
-707,461,-571
112,166,138
-600,-563,889
498,828,-646
510,-759,-640
768,-509,630
-333,892,681
-804,379,-673
-386,814,742
562,820,-577

--- scanner 2 ---
640,665,-649
-795,504,-682
533,-524,784
584,-595,644
-843,648,588
6,44,30
560,763,674
723,-460,-500
671,-379,-609
-800,653,555
-892,-343,675
-426,-610,-697
704,681,-578
664,-388,-493
-858,530,671
343,800,667
-461,-707,-571
-166,112,138
563,-600,889
-828,498,-646
759,510,-640
509,768,630
-892,-333,681
-379,-804,-673
-814,-386,742
-820,562,-577
